skill_id	prereq_id	source	type
csp.8C3B06A301DB4DAE9A8EEB3C9E644876	csp.1C0A0E8C7A2D438CBEC391F230ADAF47	csp_grade	prerequisite
csp.EE.2.NBT.1	csp.EE.1.OA.2	csp_grade	prerequisite
csp.EE.2.MD.8	csp.EE.1.OA.1.b	csp_grade	prerequisite
csp.EE.2.OA.4	csp.EE.1.OA.1.a	csp_grade	prerequisite
csp.FB445C896FA043798DA92459BE3B5039	csp.EB3175BA689B465680ABE5E34B2DD6CE	csp_grade	prerequisite
csp.EE.3.G.1	csp.EE.2.G.1	csp_grade	prerequisite
csp.EE.3.NF.1–3	csp.EE.2.MD.9-10	csp_grade	prerequisite
csp.EE.3.G.2	csp.EE.2.MD.8	csp_grade	prerequisite
csp.EE.3.MD.4	csp.EE.2.MD.IA.C.1	csp_grade	prerequisite
csp.EE.3.MD.1	csp.EE.2.MD.7	csp_grade	prerequisite
csp.EE.3.OA.1-2	csp.EE.2.MD.6	csp_grade	prerequisite
csp.EE.3.OA.8	csp.EE.2.MD.5	csp_grade	prerequisite
csp.EE.3.MD.4	csp.EE.2.MD.4	csp_grade	prerequisite
csp.EE.3.MD.4	csp.EE.2.MD.1	csp_grade	prerequisite
csp.EE.3.NBT.1	csp.2.NBT.B.5.b	csp_grade	prerequisite
csp.EE.3.MD.2	csp.2.NBT.B.5.a	csp_grade	prerequisite
csp.EE.3.MD.4	csp.EE.2.NBT.4	csp_grade	prerequisite
csp.EE.3.OA.9	csp.EE.2.NBT.3	csp_grade	prerequisite
csp.EE.3.OA.1-2	csp.EE.2.NBT.2.b	csp_grade	prerequisite
csp.EE.3.G.2	csp.EE.2.NBT.2.a	csp_grade	prerequisite
csp.EE.3.OA.1-2	csp.EE.2.NBT.1	csp_grade	prerequisite
csp.EE.3.OA.1-2	csp.EE.2.OA.4	csp_grade	prerequisite
csp.EE.3.OA.1-2	csp.EE.2.OA.3	csp_grade	prerequisite
csp.F95AD34A2F1E452E986960DD68B95908	csp.8C3B06A301DB4DAE9A8EEB3C9E644876	csp_grade	prerequisite
csp.F95AD34A2F1E452E986960DD68B95908	csp.2042EFF38E79414F86BE5321B94D831C	csp_grade	prerequisite
csp.EE.4.G.3	csp.EE.3.G.2	csp_grade	prerequisite
csp.EE.4.G.2	csp.EE.3.G.1	csp_grade	prerequisite
csp.43A383892D564F918FFCDAE1E23A7307	csp.FB445C896FA043798DA92459BE3B5039	csp_grade	prerequisite
csp.43A383892D564F918FFCDAE1E23A7307	csp.77C19996A6514AD88B74C7B7D6E7DA8E	csp_grade	prerequisite
csp.4.MD.A.2.c	csp.EE.3.MD.4	csp_grade	prerequisite
csp.EE.4.MD.4.a	csp.EE.3.MD.3	csp_grade	prerequisite
csp.4.MD.A.2.b	csp.EE.3.MD.2	csp_grade	prerequisite
csp.EE.4.MD.2.a	csp.EE.3.MD.1	csp_grade	prerequisite
csp.EE.4.NF.3	csp.EE.3.NF.1–3	csp_grade	prerequisite
csp.EE.4.MD.3	csp.EE.3.NBT.3	csp_grade	prerequisite
csp.EE.4.NBT.3	csp.EE.3.NBT.1	csp_grade	prerequisite
csp.4.MD.A.2.d	csp.EE.3.OA.9	csp_grade	prerequisite
csp.EE.4.OA.3	csp.EE.3.OA.8	csp_grade	prerequisite
csp.0E3F76DB9C9A460FA8B032D24CC20F05	csp.9C0E530DB3D94C5CB2D2CC5389DCBF5F	csp_grade	prerequisite
csp.295970B0C2A047908308A3A6502530E9	csp.C41D31575B9D4047B71911CB1AB95FD9	csp_grade	prerequisite
csp.0E3F76DB9C9A460FA8B032D24CC20F05	csp.B2AC181D9D384418AFDE7DF3017793F5	csp_grade	prerequisite
csp.EE.4.OA.3	csp.EE.3.OA.4	csp_grade	prerequisite
csp.22DEC12475F34D219578EC5DB7A9314F	csp.F95AD34A2F1E452E986960DD68B95908	csp_grade	prerequisite
csp.EE.4.OA.1-2	csp.EE.3.OA.1-2	csp_grade	prerequisite
csp.EE.5.NBT.2	csp.EE.4.G.3	csp_grade	prerequisite
csp.EE.5.G.1	csp.EE.4.G.2	csp_grade	prerequisite
csp.EE.5.MD.1.c	csp.EE.4.G.1	csp_grade	prerequisite
csp.EE.5.OA.3	csp.EE.4.MD.6	csp_grade	prerequisite
csp.EE.5.G.1	csp.EE.4.MD.5	csp_grade	prerequisite
csp.EE.5.NBT.2	csp.EE.4.MD.4.b	csp_grade	prerequisite
csp.EE.5.NBT.1	csp.EE.4.MD.4.a	csp_grade	prerequisite
csp.EE.5.MD.1.b	csp.EE.4.MD.3	csp_grade	prerequisite
csp.EE.5.MD.1.a	csp.4.MD.A.2.d	csp_grade	prerequisite
csp.EE.5.MD.1.b	csp.4.MD.A.2.c	csp_grade	prerequisite
csp.EE.5.MD.1.b	csp.4.MD.A.2.b	csp_grade	prerequisite
csp.EE.5.MD.1.a	csp.EE.4.MD.2.a	csp_grade	prerequisite
csp.EE.5.G.1	csp.EE.4.MD.1	csp_grade	prerequisite
csp.EE.5.NF.1	csp.22DEC12475F34D219578EC5DB7A9314F	csp_grade	prerequisite
csp.EE.5.G.1	csp.EE.4.NF.3	csp_grade	prerequisite
csp.EE.5.NF.1	csp.EE.4.NF.1–2	csp_grade	prerequisite
csp.EE.5.NBT.4	csp.EE.4.NBT.4	csp_grade	prerequisite
csp.EE.5.NBT.4	csp.EE.4.NBT.3	csp_grade	prerequisite
csp.EE.5.NBT.3	csp.EE.4.NBT.2	csp_grade	prerequisite
csp.EE.5.NBT.1	csp.M.AAS.4.5	csp_grade	prerequisite
csp.EE.5.G.1	csp.EE.4.OA.3	csp_grade	prerequisite
csp.EE.5.G.1	csp.EE.4.OA.1-2	csp_grade	prerequisite
csp.EE.6.EE.3	csp.EE.5.G.1	csp_grade	prerequisite
csp.EE.6.NS.3	csp.EE.5.MD.1.c	csp_grade	prerequisite
csp.EE.6.G.1	csp.EE.5.MD.1.b	csp_grade	prerequisite
csp.EE.6.NS.2	csp.EE.5.MD.1.a	csp_grade	prerequisite
csp.EE.6.NS.2	csp.EE.5.NF.1	csp_grade	prerequisite
csp.EE.6.EE.5-7	csp.EE.5.NBT.4	csp_grade	prerequisite
csp.EE.6.EE.5-7	csp.EE.5.NBT.3	csp_grade	prerequisite
csp.EE.6.EE.5-7	csp.EE.5.NBT.2	csp_grade	prerequisite
csp.EE.6.NS.1	csp.EE.5.NBT.1	csp_grade	prerequisite
csp.EE.6.EE.1-2	csp.EE.5.OA.3	csp_grade	prerequisite
csp.EE.7.G.1	csp.EE.6.SP.5	csp_grade	prerequisite
csp.EE.7.SP.3	csp.EE.6.SP.1-2	csp_grade	prerequisite
csp.EE.7.NS.2.b	csp.EE.6.G.2	csp_grade	prerequisite
csp.EE.7.NS.2.b	csp.EE.6.G.1	csp_grade	prerequisite
csp.EE.7.NS.3	csp.EE.6.EE.5-7	csp_grade	prerequisite
csp.EE.7.EE.1	csp.EE.6.EE.3	csp_grade	prerequisite
csp.EE.7.EE.2	csp.EE.6.EE.1-2	csp_grade	prerequisite
csp.EE.7.NS.2.a	csp.EE.6.NS.3	csp_grade	prerequisite
csp.EE.7.EE.4	csp.EE.6.NS.2	csp_grade	prerequisite
csp.EE.7.RP.1-3	csp.EE.6.NS.1	csp_grade	prerequisite
csp.EE.7.RP.1-3	csp.EE.6.RP.1	csp_grade	prerequisite
csp.EE.8.G.5	csp.M.AAS.7.14	csp_grade	prerequisite
csp.EE.8.EE.5-6	csp.EE.7.SP.3	csp_grade	prerequisite
csp.EE.8.SP.4	csp.EE.7.SP.1-2	csp_grade	prerequisite
csp.EE.8.F.1-3	csp.EE.7.G.6	csp_grade	prerequisite
csp.EE.8.G.5	csp.EE.7.G.5	csp_grade	prerequisite
csp.EE.8.G.9	csp.EE.7.G.4	csp_grade	prerequisite
csp.EE.8.G.4	csp.EE.7.G.3	csp_grade	prerequisite
csp.EE.8.G.1	csp.EE.7.G.2	csp_grade	prerequisite
csp.EE.8.G.4	csp.EE.7.G.1	csp_grade	prerequisite
csp.EE.8.EE.7	csp.EE.7.EE.4	csp_grade	prerequisite
csp.EE.8.EE.2	csp.EE.7.EE.2	csp_grade	prerequisite
csp.EE.8.NS.1	csp.EE.7.EE.1	csp_grade	prerequisite
csp.EE.8.NS.2.b	csp.EE.7.NS.3	csp_grade	prerequisite
csp.EE.8.NS.2.a	csp.EE.7.NS.2.c-d	csp_grade	prerequisite
csp.EE.8.G.9	csp.EE.7.NS.2.b	csp_grade	prerequisite
csp.EE.8.G.9	csp.EE.7.NS.2.a	csp_grade	prerequisite
csp.EE.8.NS.1	csp.EE.7.NS.1	csp_grade	prerequisite
csp.EE.8.F.5	csp.EE.7.RP.1-3	csp_grade	prerequisite
csp.EE.S-ID.1-2	csp.EE.8.SP.4	csp_grade	prerequisite
csp.EE.G-GPE.7	csp.EE.8.G.9	csp_grade	prerequisite
csp.EE.G-CO.4-5	csp.EE.8.G.5	csp_grade	prerequisite
csp.EE.G-CO.6-8	csp.EE.8.G.4	csp_grade	prerequisite
csp.EE.G-CO.6-8	csp.EE.8.G.2	csp_grade	prerequisite
csp.EE.G-CO.4-5	csp.EE.8.G.1	csp_grade	prerequisite
csp.EE.F-BF.1	csp.EE.8.F.5	csp_grade	prerequisite
csp.EE.A-REI.10-12	csp.EE.8.F.4	csp_grade	prerequisite
csp.EE.S-ID.1-2	csp.EE.8.F.1-3	csp_grade	prerequisite
csp.EE.A-SSE.3	csp.EE.8.EE.7	csp_grade	prerequisite
csp.EE.F-BF.1	csp.EE.8.EE.5-6	csp_grade	prerequisite
csp.EE.N-CN.2.a	csp.EE.8.EE.3-4	csp_grade	prerequisite
csp.EE.A-SSE.4	csp.EE.8.EE.2	csp_grade	prerequisite
csp.EE.A-REI.10-12	csp.EE.8.EE.1	csp_grade	prerequisite
csp.EE.A-SSE.1	csp.EE.8.NS.2.b	csp_grade	prerequisite
csp.EE.N-Q.1-3	csp.EE.8.NS.2.a	csp_grade	prerequisite
csp.EE.F-LE.1-3	csp.EE.8.NS.1	csp_grade	prerequisite
csp.EE.MS-PS2-2	csp.EE.5-ESS3-1	csp_grade	prerequisite
csp.EE.MS-PS2-2	csp.EE.5-ESS2-1	csp_grade	prerequisite
csp.EE.MS-PS3-3	csp.EE.5-ESS1-2	csp_grade	prerequisite
csp.EE.MS-LS2-2	csp.EE.5-LS2-1	csp_grade	prerequisite
csp.EE.MS-LS3-2	csp.EE.5-LS1-1	csp_grade	prerequisite
csp.EE.MS-LS2-2	csp.EE.5-PS3-1	csp_grade	prerequisite
csp.EE.MS-LS3-2	csp.EE.5-PS2-1	csp_grade	prerequisite
csp.EE.MS-LS1-5	csp.EE.5-PS1-3	csp_grade	prerequisite
csp.EE.MS-LS3-2	csp.EE.5-PS1-2	csp_grade	prerequisite
csp.EE.SS.1.19	csp.EE.SS.K.19	csp_grade	prerequisite
csp.EE.SS.1.14	csp.EE.SS.K.18	csp_grade	prerequisite
csp.EE.SS.1.12	csp.EE.SS.K.17	csp_grade	prerequisite
csp.EE.SS.1.18	csp.EE.SS.K.16	csp_grade	prerequisite
csp.EE.SS.1.18	csp.EE.SS.K.15	csp_grade	prerequisite
csp.EE.SS.1.23	csp.EE.SS.K.14	csp_grade	prerequisite
csp.EE.SS.1.16	csp.EE.SS.K.13	csp_grade	prerequisite
csp.EE.SS.1.14	csp.EE.SS.K.11	csp_grade	prerequisite
csp.EE.SS.1.15	csp.EE.SS.K.9	csp_grade	prerequisite
csp.EE.SS.1.16	csp.EE.SS.K.8	csp_grade	prerequisite
csp.EE.SS.1.11	csp.EE.SS.K.7	csp_grade	prerequisite
csp.EE.SS.1.8	csp.EE.SS.K.6	csp_grade	prerequisite
csp.EE.SS.1.5	csp.EE.SS.K.4	csp_grade	prerequisite
csp.EE.SS.1.1	csp.EE.SS.K.1	csp_grade	prerequisite
csp.EE.SS.2.13	csp.EE.SS.1.23	csp_grade	prerequisite
csp.EE.SS.2.12	csp.EE.SS.1.22	csp_grade	prerequisite
csp.EE.SS.2.19	csp.EE.SS.1.20	csp_grade	prerequisite
csp.EE.SS.2.11	csp.EE.SS.1.19	csp_grade	prerequisite
csp.EE.SS.2.8	csp.EE.SS.1.18	csp_grade	prerequisite
csp.EE.SS.2.11	csp.EE.SS.1.16	csp_grade	prerequisite
csp.EE.SS.2.8	csp.EE.SS.1.15	csp_grade	prerequisite
csp.EE.SS.2.8	csp.EE.SS.1.14	csp_grade	prerequisite
csp.EE.SS.2.7	csp.EE.SS.1.13	csp_grade	prerequisite
csp.EE.SS.2.3	csp.EE.SS.1.12	csp_grade	prerequisite
csp.EE.SS.2.8	csp.EE.SS.1.11	csp_grade	prerequisite
csp.EE.SS.2.10	csp.EE.SS.1.10	csp_grade	prerequisite
csp.EE.SS.2.10	csp.EE.SS.1.8	csp_grade	prerequisite
csp.EE.SS.2.5	csp.EE.SS.1.5	csp_grade	prerequisite
csp.EE.SS.2.4	csp.EE.SS.1.4	csp_grade	prerequisite
csp.EE.SS.2.3	csp.EE.SS.1.3	csp_grade	prerequisite
csp.EE.SS.2.1	csp.EE.SS.1.1	csp_grade	prerequisite
csp.EE.SS.3.13	csp.EE.SS.2.24	csp_grade	prerequisite
csp.EE.SS.3.7	csp.EE.SS.2.21	csp_grade	prerequisite
csp.EE.SS.3.20	csp.EE.SS.2.20	csp_grade	prerequisite
csp.EE.SS.3.7	csp.EE.SS.2.19	csp_grade	prerequisite
csp.EE.SS.3.16	csp.EE.SS.2.18	csp_grade	prerequisite
csp.EE.SS.3.13	csp.EE.SS.2.16	csp_grade	prerequisite
csp.EE.SS.3.17	csp.EE.SS.2.15	csp_grade	prerequisite
csp.EE.SS.3.14	csp.EE.SS.2.14	csp_grade	prerequisite
csp.EE.SS.3.13	csp.EE.SS.2.13	csp_grade	prerequisite
csp.EE.SS.3.13	csp.EE.SS.2.12	csp_grade	prerequisite
csp.EE.SS.3.17	csp.EE.SS.2.11	csp_grade	prerequisite
csp.EE.SS.3.7	csp.EE.SS.2.10	csp_grade	prerequisite
csp.EE.SS.3.14	csp.EE.SS.2.9	csp_grade	prerequisite
csp.EE.SS.3.16	csp.EE.SS.2.8	csp_grade	prerequisite
csp.EE.SS.3.7	csp.EE.SS.2.7	csp_grade	prerequisite
csp.EE.SS.3.7	csp.EE.SS.2.5	csp_grade	prerequisite
csp.EE.SS.3.5	csp.EE.SS.2.4	csp_grade	prerequisite
csp.EE.SS.3.1	csp.EE.SS.2.3	csp_grade	prerequisite
csp.EE.SS.3.1	csp.EE.SS.2.1	csp_grade	prerequisite
csp.EE.SS.4.9	csp.EE.SS.3.28	csp_grade	prerequisite
csp.EE.SS.4.22	csp.EE.SS.3.25	csp_grade	prerequisite
csp.EE.SS.4.3	csp.EE.SS.3.23	csp_grade	prerequisite
csp.EE.SS.4.18	csp.EE.SS.3.21	csp_grade	prerequisite
csp.EE.SS.4.15	csp.EE.SS.3.20	csp_grade	prerequisite
csp.EE.SS.4.17	csp.EE.SS.3.19	csp_grade	prerequisite
csp.EE.SS.4.14	csp.EE.SS.3.18	csp_grade	prerequisite
csp.EE.SS.4.9	csp.EE.SS.3.17	csp_grade	prerequisite
csp.EE.SS.4.15	csp.EE.SS.3.16	csp_grade	prerequisite
csp.EE.SS.4.5	csp.EE.SS.3.14	csp_grade	prerequisite
csp.EE.SS.4.17	csp.EE.SS.3.13	csp_grade	prerequisite
csp.EE.SS.4.3	csp.EE.SS.3.10	csp_grade	prerequisite
csp.EE.SS.4.17	csp.EE.SS.3.9	csp_grade	prerequisite
csp.EE.SS.4.5	csp.EE.SS.3.7	csp_grade	prerequisite
csp.EE.SS.4.1	csp.EE.SS.3.5	csp_grade	prerequisite
csp.EE.SS.4.3	csp.EE.SS.3.4	csp_grade	prerequisite
csp.EE.SS.4.7	csp.EE.SS.3.3	csp_grade	prerequisite
csp.EE.SS.4.1	csp.EE.SS.3.1	csp_grade	prerequisite
csp.EE.SS.5.12	csp.EE.SS.4.26	csp_grade	prerequisite
csp.EE.SS.5.12	csp.EE.SS.4.25	csp_grade	prerequisite
csp.EE.SS.5.21	csp.EE.SS.4.22	csp_grade	prerequisite
csp.EE.SS.5.21	csp.EE.SS.4.20	csp_grade	prerequisite
csp.EE.SS.5.9	csp.EE.SS.4.19	csp_grade	prerequisite
csp.EE.SS.5.16	csp.EE.SS.4.18	csp_grade	prerequisite
csp.EE.SS.5.19	csp.EE.SS.4.17	csp_grade	prerequisite
csp.EE.SS.5.16	csp.EE.SS.4.15	csp_grade	prerequisite
csp.EE.SS.5.11	csp.EE.SS.4.14	csp_grade	prerequisite
csp.EE.SS.5.12	csp.EE.SS.4.9	csp_grade	prerequisite
csp.EE.SS.5.11	csp.EE.SS.4.8	csp_grade	prerequisite
csp.EE.SS.5.22	csp.EE.SS.4.7	csp_grade	prerequisite
csp.EE.SS.5.11	csp.EE.SS.4.5	csp_grade	prerequisite
csp.EE.SS.5.4	csp.EE.SS.4.4	csp_grade	prerequisite
csp.EE.SS.5.4	csp.EE.SS.4.3	csp_grade	prerequisite
csp.EE.SS.5.2	csp.EE.SS.4.1	csp_grade	prerequisite
csp.EE.SS.6.21	csp.EE.SS.5.26	csp_grade	prerequisite
csp.EE.SS.6.21	csp.EE.SS.5.22	csp_grade	prerequisite
csp.EE.SS.6.20	csp.EE.SS.5.21	csp_grade	prerequisite
csp.EE.SS.6.23	csp.EE.SS.5.19	csp_grade	prerequisite
csp.EE.SS.6.24	csp.EE.SS.5.16	csp_grade	prerequisite
csp.EE.SS.6.14	csp.EE.SS.5.15	csp_grade	prerequisite
csp.EE.SS.6.18	csp.EE.SS.5.14	csp_grade	prerequisite
csp.EE.SS.6.21	csp.EE.SS.5.13	csp_grade	prerequisite
csp.EE.SS.6.21	csp.EE.SS.5.12	csp_grade	prerequisite
csp.EE.SS.6.18	csp.EE.SS.5.11	csp_grade	prerequisite
csp.EE.SS.6.24	csp.EE.SS.5.10	csp_grade	prerequisite
csp.EE.SS.6.17	csp.EE.SS.5.9	csp_grade	prerequisite
csp.EE.SS.6.11	csp.EE.SS.5.6	csp_grade	prerequisite
csp.EE.SS.6.7	csp.EE.SS.5.5	csp_grade	prerequisite
csp.EE.SS.6.7	csp.EE.SS.5.4	csp_grade	prerequisite
csp.EE.SS.3.3	csp.EE.SS.5.3	csp_grade	prerequisite
csp.EE.SS.6.1	csp.EE.SS.5.2	csp_grade	prerequisite
csp.EE.SS.7.29	csp.EE.SS.6.24	csp_grade	prerequisite
csp.EE.SS.7.22	csp.EE.SS.6.23	csp_grade	prerequisite
csp.EE.SS.7.25	csp.EE.SS.6.21	csp_grade	prerequisite
csp.EE.SS.7.23	csp.EE.SS.6.20	csp_grade	prerequisite
csp.EE.SS.7.23	csp.EE.SS.6.18	csp_grade	prerequisite
csp.EE.SS.7.5	csp.EE.SS.6.17	csp_grade	prerequisite
csp.EE.SS.7.25	csp.EE.SS.6.15	csp_grade	prerequisite
csp.EE.SS.7.14	csp.EE.SS.6.14	csp_grade	prerequisite
csp.ABF1.8.55	csp.EE.SS.6.13	csp_grade	prerequisite
csp.EE.SS.7.12	csp.EE.SS.6.12	csp_grade	prerequisite
csp.EE.SS.7.10	csp.EE.SS.6.11	csp_grade	prerequisite
csp.EE.SS.7.7	csp.EE.SS.6.7	csp_grade	prerequisite
csp.EE.SS.7.5	csp.EE.SS.6.6	csp_grade	prerequisite
csp.EE.SS.7.5	csp.EE.SS.6.5	csp_grade	prerequisite
csp.EE.SS.7.29	csp.EE.SS.3.3	csp_grade	prerequisite
csp.EE.SS.7.7	csp.EE.SS.6.1	csp_grade	prerequisite
csp.EE.SS.8.13	csp.ABF1.8.55	csp_grade	prerequisite
csp.EE.SS.8.26	csp.EE.SS.7.29	csp_grade	prerequisite
csp.EE.SS.8.21	csp.EE.SS.7.27	csp_grade	prerequisite
csp.EE.SS.8.22	csp.EE.SS.7.25	csp_grade	prerequisite
csp.EE.SS.8.18	csp.EE.SS.7.23	csp_grade	prerequisite
csp.EE.SS.8.18	csp.EE.SS.7.22	csp_grade	prerequisite
csp.EE.SS.8.16	csp.EE.SS.7.20	csp_grade	prerequisite
csp.EE.SS.8.26	csp.EE.SS.7.14	csp_grade	prerequisite
csp.EE.SS.8.26	csp.EE.SS.7.13	csp_grade	prerequisite
csp.EE.SS.8.12	csp.EE.SS.7.12	csp_grade	prerequisite
csp.EE.SS.8.11	csp.EE.SS.7.10	csp_grade	prerequisite
csp.EE.SS.8.8	csp.EE.SS.7.8	csp_grade	prerequisite
csp.EE.SS.8.8	csp.EE.SS.7.7	csp_grade	prerequisite
csp.EE.SS.8.6	csp.EE.SS.7.6	csp_grade	prerequisite
csp.EE.SS.8.6	csp.EE.SS.7.5	csp_grade	prerequisite
csp.EE.SS.8.3	csp.EE.SS.7.3	csp_grade	prerequisite
csp.EE.SS.8.1	csp.EE.SS.7.1	csp_grade	prerequisite
csp.EE.SS-FL.9-12.23	csp.EE.SS.8.29	csp_grade	prerequisite
csp.EE.SS-FL.9-12.13	csp.EE.SS.8.28	csp_grade	prerequisite
csp.EE.SS-FL.9-12.16	csp.EE.SS.8.26	csp_grade	prerequisite
csp.EE.SS-Gov.9-12.27	csp.EE.SS.8.25	csp_grade	prerequisite
csp.EE.SS-US.9-12.24	csp.EE.SS.8.24	csp_grade	prerequisite
csp.EE.SS-WH.9-12.25	csp.EE.SS.8.23	csp_grade	prerequisite
csp.EE.SS-US.9-12.25	csp.EE.SS.8.22	csp_grade	prerequisite
csp.EE.SS-US.9-12.25	csp.EE.SS.8.21	csp_grade	prerequisite
csp.EE.SS-US.9-12.17	csp.EE.SS.8.19	csp_grade	prerequisite
csp.EE.SS-US.9-12.25	csp.EE.SS.8.18	csp_grade	prerequisite
csp.EE.SS-US.9-12.25	csp.EE.SS.8.17	csp_grade	prerequisite
csp.EE.SS-Econ.9-12.16	csp.EE.SS.8.16	csp_grade	prerequisite
csp.EE.SS-Econ.9-12.13	csp.EE.SS.8.15	csp_grade	prerequisite
csp.EE.SS-Gov.9-12.19	csp.EE.SS.8.14	csp_grade	prerequisite
csp.EE.SS-Gov.9-12.13	csp.EE.SS.8.13	csp_grade	prerequisite
csp.EE.SS.9-12.12	csp.EE.SS.8.12	csp_grade	prerequisite
csp.EE.SS.9-12.11	csp.EE.SS.8.11	csp_grade	prerequisite
csp.EE.SS.9-12.3	csp.EE.SS.8.8	csp_grade	prerequisite
csp.EE.SS.9-12.7	csp.EE.SS.8.7	csp_grade	prerequisite
csp.EE.SS.9-12.10	csp.EE.SS.8.6	csp_grade	prerequisite
csp.EE.SS.9-12.5	csp.EE.SS.8.5	csp_grade	prerequisite
csp.EE.SS.9-12.3	csp.EE.SS.8.3	csp_grade	prerequisite
csp.EE.SS-Soc.9-12.15	csp.EE.SS.8.1	csp_grade	prerequisite
csp.6-8.G.5.1	csp.6-8.KH.5.1	csp_grade	prerequisite
csp.1C14418E239840EDA9F04EBEA29BAD19	csp.ADB65BC45A1348828F472DECC9612E09	csp_grade	prerequisite
csp.102EFFFCDFFB42C2B43A5B0B8D11E386	csp.394DBCDE966C4D9C95BB4B0F8EF18598	csp_grade	prerequisite
csp.C79F9FBFFE40454C8684C136C7FD75D0	csp.31EE3718312B42F6951B72E233DAB99B	csp_grade	prerequisite
csp.5E996127D8E4423A911DDDA02010992B	csp.5CE60960F59C4D6BAB3E5B216BCA6F95	csp_grade	prerequisite
csp.PK.4.4	csp.D122FEB3D7B3408BBC7DA231E743249C	csp_grade	prerequisite
csp.1F2936F47BE545D6B5F9C3AECE8A1550	csp.33A51CB04E324934A4BC8D144B82CD8B	csp_grade	prerequisite
csp.07C3E5910EFD421A8C979409D24D5BDA	csp.388B19573BFB40FB9808462BE4318F42	csp_grade	prerequisite
csp.9068A646C3CD48EA89D23CE337EC02F0	csp.A700AB813CFD4FF9BEA19C499FFA1BCC	csp_grade	prerequisite
csp.792F7681489947B992517CC322C5852C	csp.303FDC494F6B411499006485B545854F	csp_grade	prerequisite
csp.ADB178C2515F4E6EA1F6F07559E4A2BF	csp.1D7F8233D6D44592B42FFA6D17CBDBB6	csp_grade	prerequisite
csp.7EE6A6A0F977486F9F46CF37D5559280	csp.D2DFD08E07254568AB67CF4989091EDA	csp_grade	prerequisite
csp.5233E6E5B0FC4BE7AD8861DCAE9559C2	csp.3542A7E4166B48A299F9CAB166907B3E	csp_grade	prerequisite
csp.7EE6A6A0F977486F9F46CF37D5559280	csp.6FEF09277C364DB9B006E07F9F754BE7	csp_grade	prerequisite
csp.D6F012847D1C48FB89EC578071551B30	csp.6658862F941A4E8EA522465DB537B57C	csp_grade	prerequisite
csp.C2F2FE8ECD4B4585A36D8B5E078119CE	csp.CBA1D30CFF0F44949D869727C84D28BB	csp_grade	prerequisite
csp.5A36F3E101F940049FB0D303479CCB65	csp.AAB25031BD7B43A0863739A2C1733DFB	csp_grade	prerequisite
csp.F6B147D6E8B244E887538AC1D78949EA	csp.457027CF453D4F0E8E3ED1C5E62E64BD	csp_grade	prerequisite
csp.D2335A5F774E4A1A9A3AB1EB30CB26F0	csp.EBBFD864FF384C62BC9AFB04117215EC	csp_grade	prerequisite
csp.1C14418E239840EDA9F04EBEA29BAD19	csp.DC194F90B02C4F8EA1233D2A3151E95D	csp_grade	prerequisite
csp.A5F0C8E1BE2B4D21989BAC5F2EB1975A	csp.6A3DE564D9754AF295816F5BAB62A449	csp_grade	prerequisite
csp.5C3CACECA0094D09AF2E49CB649718C4	csp.BD20EED98DBA4771B6A7632E5656753A	csp_grade	prerequisite
csp.1F2936F47BE545D6B5F9C3AECE8A1550	csp.42CC24F1A0F244E78ABCFC0FDFAE0FDC	csp_grade	prerequisite
csp.6FC764D020EF48318B36FDFDF91D2309	csp.AFC82874B1804E92B00B0C79D3973227	csp_grade	prerequisite
csp.07C3E5910EFD421A8C979409D24D5BDA	csp.7075121E99C24633B1956F7E9EC87423	csp_grade	prerequisite
csp.1F2936F47BE545D6B5F9C3AECE8A1550	csp.02C6A6C53D7D49DC9724145296326D40	csp_grade	prerequisite
csp.3CB443C1E4214D53BDE30574DC3029D1	csp.803CA48860FC4E7BB3816DD124AD54C2	csp_grade	prerequisite
csp.A395EADAC2234BCEA7F096AA8AECCB86	csp.K-5.IAI.1	csp_grade	prerequisite
csp.72E1E03E91844C59A5E46F4D33EE0853	csp.0AC62203374C4023BE25168ED1EAD62A	csp_grade	prerequisite
csp.5A36F3E101F940049FB0D303479CCB65	csp.14462335648B4274BE2AC61B3C9D13F4	csp_grade	prerequisite
csp.D6F012847D1C48FB89EC578071551B30	csp.1A5645C1B47C493AB080DD6DBAD13F0B	csp_grade	prerequisite
csp.C2F2FE8ECD4B4585A36D8B5E078119CE	csp.4FBCE7DABCCA4B66BEDB2B5B4E3504F0	csp_grade	prerequisite
csp.C3A2DEA84EF34D4E874C23408A47EA72	csp.0298B392A97040C9B8FDC3B6458753D3	csp_grade	prerequisite
csp.F6B147D6E8B244E887538AC1D78949EA	csp.F9843E14D9544B43B74DFEA1D075E085	csp_grade	prerequisite
csp.D2335A5F774E4A1A9A3AB1EB30CB26F0	csp.79470CA11E21446681A9527D663CF67C	csp_grade	prerequisite
csp.1C14418E239840EDA9F04EBEA29BAD19	csp.B4ABC65FD07F4C1EAF26E3772D10F55C	csp_grade	prerequisite
csp.8F5E2A0FEA144503B981DF041D822BA0	csp.34B98BD388114D04A380E3EDB104548F	csp_grade	prerequisite
csp.D5C9183925DF44C18E47D497097B9DF9	csp.7D6D33FFC79044AF960D1839E59B3D02	csp_grade	prerequisite
csp.691943CE3CCF44B5B3DC5B0BA3BFDAF1	csp.C79F9FBFFE40454C8684C136C7FD75D0	csp_grade	prerequisite
