develop-a-rehabilitation-programme	create-individual-treatment-programmes,contribute-to-the-rehabilitation-process,provide-individual-exercise-programmes,prescribe-exercises,develop-patient-treatment-strategies
maintain-inventory-of-cleaning-supplies	keep-stock-records
cold-vulcanisation	rubber-technology,synthetic-resins,abrasive-machining-processes
supervise-housekeeping-operations	supervise-work,supervise-the-work-of-staff-on-different-shifts,oversee-equipment-cleaning,meet-commitments-in-hospitality
act-as-contact-person-during-equipment-incident	manage-major-incidents,deal-with-challenging-people,use-personal-protection-equipment,ensure-public-safety-and-security
manage-time-in-landscaping	work-in-an-organised-manner,manage-schedule-of-tasks,plan-schedule,perform-project-management
advise-on-customs-regulations	
manage-university-department	coordinate-educational-programmes,cooperate-with-colleagues,manage-well-interaction,manage-schedule-of-tasks
develop-terminology-databases	manage-data-information-and-digital-content,use-dictionaries,structure-information,create-data-sets
repair-electric-bicycles	repair-electronic-components,disassemble-mobile-devices
maintain-sorting-equipment	monitor-equipment-condition
explain-features-in-accommodation-venue	assist-at-check-in,provide-information-on-facility-s-services,greet-guests
types-of-barley	starchy-plant-foods
kdevelop	software-interaction-design,digital-systems,human-computer-interaction,computer-equipment
purchase-vehicle-parts	purchase-supplies,order-equipment
inspect-offshore-constructions	advise-on-building-matters,liaise-with-specialist-contractors-for-well-operations,advise-on-geophysical-procedures,manage-emergency-situations-on-board,liaise-with-auditors
adjust-envelope-cutting-settings	operate-paper-cutter,operate-die-cut-machines
prepare-oils	transfer-oil,mix-treating-materials,use-solvents
purchase-supplies	assess-procurement-needs,order-supplies,coordinate-orders-from-various-suppliers
pursue-excellence-in-the-creation-of-food-products	think-creatively-about-food-and-beverages,develop-product-design,check-quality-of-fruits-and-vegetables,create-craft-prototypes
maintain-personal-hygiene-standards-when-cleaning	operate-janitorial-tools
water-skiing	swimming-styles,training-equipment-for-riding,local-waters-of-the-port
liaise-with-typists	draw-up-professional-texts,provide-input-to-collaborators-to-guide-their-work
assess-railway-operations	assess-performance-of-rail-operations,inspect-railways-visually,monitor-conditions-affecting-train-movement,perform-inspection-analysis
practise-extreme-sports	participate-in-sport-events,participate-in-training-sessions
adopt-ways-to-foster-biodiversity-and-animal-welfare	demonstrate-willingness-to-learn,keep-an-open-mind
provide-chaperone-for-children-on-set	
organise-labour	organise-resources-for-artistic-production,support-management-of-raw-materials,create-production-schedules,disaggregate-the-production-plan
use-glass-engraving-tools	engrave-patterns,operate-sandblaster
operate-wrecking-ball	operate-cranes,organise-weight-of-loads-according-to-lifting-equipment-capacity
evaluate-garment-quality	check-quality-of-raw-materials,test-physical-properties-of-textiles,inspect-binding-work,quality-assurance-methodologies
apply-for-refunds	handle-mail,track-shipping-sites
perform-a-feasibility-study-for-building-management-systems	execute-feasibility-study,assess-the-feasibility-of-implementing-developments,evaluate-project-plans,verify-feasibility
absorb-learning-management-systems	standards-for-web-based-e-learning,authoring-software,ict-system-user-requirements
peform-small-vessel-administrative-duties	plan-daily-ship-operations,comply-with-operational-standards-for-vessels,anticipate-logistics-requirements-for-port-operations,monitor-the-validity-of-ship-certificates,coordinate-the-ship-crew
cosmetics-ingredients	cosmetics,skin-types
human-dynamics-as-part-of-hospitality-security	law-enforcement
advise-on-construction-materials	advise-customers-on-building-materials,advise-client-on-technical-possibilities
maintain-rotating-equipment	maintain-industrial-equipment,maintain-mechanical-equipment,inspect-machinery
develop-blockchain-innovative-architectures	innovate-in-ict,design-harmonious-architecture,brainstorm-ideas,perform-ideation-activities,think-proactively
pump-products-for-storage	transfer-liquid-goods
medico-biological-and-medical-sciences-related-to-dentistry	impact-of-social-contexts-on-health,social-development,inter-professional-communication-in-the-psychosocial-field,counselling-methods
attend-to-detail-in-casting-processes	construct-moulds,cast-metal,use-moulding-techniques,select-mould-types,spot-metal-imperfections
biomedical-science	applied-biology,fundamental-science
keep-up-to-date-on-product-knowledge	keep-up-to-date-with-training-subjects,interpret-current-data,research-new-ideas,manage-data-information-and-digital-content
write-hungarian	
monitor-drilling-fluid	monitor-gauge,monitor-tank-thermometer,maintain-chemical-mixers
develop-efficiency-plans-for-maritime-shipping	monitor-maritime-operations,measure-ship-tonnage,coordinate-dock-operations,calculate-the-amount-of-cargo-on-a-vessel,conduct-analyses-of-ships-such-as-stability-structural-weight-and-2e3897
tend-packaging-machines	monitor-filling-machines,supply-machine,operate-weighing-machine
advise-on-clay-products-handling	advise-on-manufacturing-problems
maintain-drilling-equipment	maintain-mechanical-equipment,maintain-industrial-equipment
control-tree-diseases	monitor-tree-health,use-hand-tools
network-engineering	
analyse-the-artistic-concept-based-on-stage-actions	read-scripts,have-spatial-awareness,read-manuscripts,analyse-recorded-sources
migrate-existing-data	store-digital-data-and-systems,use-data-processing-techniques,use-it-tools,integrate-ict-data
manage-supplies	support-management-of-raw-materials,oversee-production-requirements,manage-inventory,manage-resources,plan-the-stocking-of-products
human-factors-regarding-safety	security-threats
understand-spoken-luxembourgish	
perform-roof-maintenance	install-roof-flashing,attach-roofing-cover,install-gutters
types-of-digesters	chemistry,physics,mathematical-modelling
define-database-physical-structure	digital-data-processing,use-data-processing-techniques,store-digital-data-and-systems
lay-stones	check-straightness-of-brick,settle-concrete,set-window
assemble-circus-rigging-equipment	use-rigging-tools,assemble-truss-constructions,maintain-flying-harnesses
manage-documentation-of-prior-learning-assessments	document-prior-learning-assessments,administer-exams,keep-task-records
perform-oral-health-diagnosis	perform-dental-charting,interpret-medical-images,examine-dental-models-and-impressions,provide-strategies-of-differential-diagnosis
geomatics	geography,mathematical-modelling,3d-modelling
contamination-exposure-regulations	licences-regulation,transportation-sector-policies
maltego	kali-linux
search-historical-sources-in-archives	read-manuscripts,decode-handwritten-texts
supervise-performers-fights	define-an-approach-to-your-fight-dicipline,demonstrate-technical-expertise-of-your-dance-style,collaborate-with-others-to-prepare-or-perform-artistic-productions,group-exercise-instruction
develop-script-bible	describe-characters-settings-and-major-events-in-a-story-using-key-details,using-key-details-identify-and-describe-the-elements-of-plot-character-70e944
operate-radio-equipment	use-communication-equipment,operate-audio-equipment,operate-two-way-radio-systems
remove-contaminated-materials	prepare-hazardous-material-for-removal-or-storage,dispose-of-hazardous-materials,avoid-contamination
inspect-paint-quality	check-quality-of-raw-materials,observe-products-behaviour-under-processing-conditions
styles-of-boxes	
collect-property-financial-information	collect-financial-data,consult-information-sources
trace-financial-transactions	monitor-banking-activities,collect-financial-data
contribute-to-quality-physiotherapy-services	set-quality-assurance-objectives,assess-quality-of-services,quality-assurance-methodologies,define-quality-standards
install-radiators	
advise-on-care-products-for-pets	advise-customers-on-appropriate-pet-care,recommend-pet-food-selection,advise-on-healthy-lifestyles
operate-remote-sensing-equipment	operate-telescopes,solve-location-and-navigation-problems-by-using-gps-tools,take-pictures
calculate-stairs-rise-and-run	take-measurements-of-performance-space,apply-numeracy-skills,use-mathematical-tools-and-equipment
first-aid-for-animals	animal-welfare,observe-the-behavior-and-condition-of-animals-and-monitor-their-clinical-a9ba18,examine-animals-to-detect-illness-injury-or-other-problems,observe-animals-physical-conditions-to-detect-illness-or-unhealthy-9c2402,examine-animals-to-detect-symptoms-of-illness-or-injury
empathise-with-outdoor-groups	benchmark-1-4-contributes-as-a-member-of-the-classroom-community-or-group-0026f9,identify-roles-and-responsibilities-of-self-and-others-at-home-in-school-c5afd8
provide-context-to-news-stories	research-a-story-s-background-information-to-provide-complete-and-c8beef,obtain-and-combine-information-from-books-and-other-reliable-media-to-b76b08,retell-stories-including-key-details-and-demonstrate-understanding-of-1526d6,write-informative-explanatory-texts-to-examine-a-topic-that-develops-the-273052
interpret-circuit-diagrams	interpret-technical-texts,interpret-2d-plans,read-technical-datasheet
draw-up-artistic-production	record-production-data,gather-reference-materials,document-interviews
install-passenger-service-units	install-transport-vehicle-interior-components,operate-insertion-mount-machine
understand-written-korean	basic-reading,written-comprehension
keep-records-of-bridge-investigation-findings	conduct-fact-finding,report-test-findings,identify-archaeological-finds,identify-damage-to-public-space
sand-blasting-machine-parts	
create-model	use-basic-shapes-to-represent-specific-shapes-found-in-the-environment-by-b562fb,model-shapes-in-the-world-by-building-shapes-from-components-e-g-sticks-b94644,analyze-compare-create-and-compose-shapes
follow-procedures-to-control-substances-hazardous-to-health	prevent-health-and-safety-problems,handle-chemicals,select-hazard-control,make-health-safety-and-environment-assessments,identify-poisons
assess-visual-impact-of-displays	interpret-visual-literacy,observe-human-behaviour,revise-questionnaires,formulate-findings
select-glassware-for-serving	handle-kitchen-equipment,handle-bar-equipment
cardiovascular-system	
biosecurity-related-to-animals	signs-of-animal-illness,physiology-of-animals,fundamental-veterinary-sciences
check-information-on-prescriptions	interpret-prescriptions,check-correctness-of-information
assume-responsibility-for-maintaining-a-safe-ship-environment	work-with-respect-for-own-safety,maintain-vessel-safety-and-emergency-equipment,ensure-operability-of-protective-equipment,prevent-health-and-safety-problems,foster-compliance-with-health-and-safety-rules-by-setting-an-example
follow-hygienic-practices-in-fishery-operations	apply-health-and-safety-standards,work-with-respect-for-own-safety,ensure-operability-of-protective-equipment,ensure-sanitation
supervise-work-on-design-planning	plan-engineering-activities,develop-project-schedule,supervise-work,manage-schedule-of-tasks
measure-trees	measure-materials
bend-staves	tend-drying-tunnels,coil-metal
select-music-for-performance	demonstrate-musicianship,identify-requirements-of-the-work-in-the-artistic-performance
geological-mapping	geography,physics,chemistry
tend-electron-beam-welding-machine	monitor-moving-workpiece-in-a-machine
ensure-infrastructure-accessibility	advise-on-environmental-alterations,liaise-with-engineers,assess-informational-needs
inspect-table-settings	arrange-tables,serve-beverages
drive-automatic-car	control-the-performance-of-the-vehicle,take-over-pedal-control,apply-signalling-control-procedures
prepare-intravenous-packs	prescribe-medication,manage-adverse-reactions-to-drugs
configure-electronic-equipment	assemble-performance-equipment
erlang	computer-programming,ict-debugging-tools
operate-specialised-equipment-in-emergency	operate-breathing-equipment,operate-life-saving-appliances
plan-retail-space	design-open-spaces,design-buildings,create-mock-ups
write-leaflets	write-headlines,provide-written-content,draw-up-professional-texts,create-content-title,use-specific-writing-techniques
use-jewellery-equipment	use-hand-tools,use-precision-tools
taste-wines	
manufacturing-of-taps-and-valves	
check-sensorial-parameters-of-oils-and-fats	perform-sensory-evaluation-of-food-products,examine-production-samples
maintain-coquille-parts	
understand-spoken-hungarian	
schedule-maintenance-of-airport-electrical-systems	plan-schedule,manage-schedule-of-tasks
history-of-tobacco	history,terminology
carry-out-event-management	plan-events,arrange-event-needs,manage-location-logistics,comply-with-schedule
understand-spoken-welsh	
manage-ict-data-classification	taxonomy,coding-classification-systems,information-organization
keep-sheet-records	record-production-data,complete-report-sheets-of-activity
brush-rubber-cement	build-up-rubber-plies,brush-solvent,clean-tyres
develop-leather-goods-collection	make-technical-drawings-of-fashion-pieces,determine-suitability-of-materials,create-craft-prototypes,create-mood-boards,create-mock-ups
create-solutions-to-problems	perform-ideation-activities
analyse-cultural-trends	stay-up-to-date-with-social-media,observe-human-behaviour
assess-cage-water-quality	take-readings-and-record-data-such-as-water-levels-temperatures-or-flow-rates,temperature-measurement
understand-the-architecture-of-a-live-performance	learn-the-choreographic-material,draw-up-choreography
apply-electrolytes-to-cathodes-and-anodes	select-adequate-ingredients,mix-treating-materials,check-stability-of-materials
hair-cutting-techniques	hair,types-of-brushes
manage-claim-files	analyse-claim-files,initiate-claim-file,collect-customer-data,handle-case-evidence,facilitate-access-to-information
rescue-animals	deal-with-challenging-work-conditions,work-in-inclement-conditions,correct-potentially-harmful-movements,work-in-outdoor-conditions
guide-ships-into-docks	stand-watch-on-vessel,steer-vessels
criminology	research-human-behaviour,legal-studies,behavioral-science,ethics
information-structure	
climate-smart-agriculture	fertilisation-principles,soil-structure
test-materials	conduct-materials-test-and-analysis-using-tools-and-equipment-and-540018,material-characterization,compare-physical-characteristics-of-materials-or-products-to-d4fd7a,make-observations-and-measurements-to-identify-materials-based-on-their-904330
update-message-displays	handle-personal-identifiable-information
operate-a-forecourt-site	manage-front-operations,organise-operations-within-the-fuel-station,organise-on-site-amenities,manage-storage-operations,manage-dispatch-software-systems
unload-cargo	handle-cargo,perform-loading-and-unloading-operations
photogrammetry	survey-measurements,georeference,survey-land-or-bodies-of-water-to-measure-or-determine-features
communicate-gambling-rules	apply-grammar-and-spelling-rules,provide-written-content,master-language-rules,condense-information
control-train-departures	manage-train-working-timetable,design-wayside-signalling-interlockings
manipulate-dental-material	manipulate-medical-devices-materials,carve-materials,cool-materials
forensic-pathology	
manage-temporary-ict-networks-for-live-performance	deploy-ict-systems,use-ict-hardware
techniques-of-blood-sampling	paediatric-phlebotomy-procedures,assistive-instruments
hygiene-in-a-health-care-setting	cleaning-techniques
design-beer-recipes	prepare-containers-for-beverage-fermentation,combination-of-flavours,describe-the-flavour-of-different-beers,colours-of-roasted-malt,research-new-ideas
finish-plastic-products	manipulate-plastic,operate-sandblaster,emboss-designs
keep-up-with-digital-transformation-of-industrial-processes	monitor-technology-trends,seek-innovation-in-current-practices,manage-data-information-and-digital-content,identify-digital-competence-gaps
advise-others	listen-to-others-take-turns-speaking-about-the-topic-and-add-one-s-own-7efb99,keep-an-open-mind,identify-and-ask-significant-questions-that-clarify-various-points-of-90b983
perform-manual-spiral-binding	use-hand-pliers,perform-wire-wrapping
place-orders-for-orthopedic-products	order-supplies,purchase-supplies,order-equipment,coordinate-orders-from-various-suppliers
interact-verbally-in-bosnian	
emboss-designs	create-artwork,press-paper-manually
monitor-flour-unloading-equipment	perform-loading-and-unloading-operations,receive-goods,check-shipments
maintain-statutory-books	conduct-fact-finding,ensure-information-transparency
wash-the-laundry	sort-textile-items,eliminate-stains,tend-hoses
organise-homecare-for-patients	apply-person-centred-care,provide-nursing-care-in-community-settings,create-individual-treatment-programmes,apply-a-holistic-approach-in-care
load-cargo	prepare-resources-for-loading-activities,analyse-requirements-for-moving-goods,determine-cargo-loading-sequence,pack-goods
deliver-case-notes	prepare-case-files-in-relation-to-animal-related-investigations,facilitate-access-to-information
check-quality-of-enamel	check-quality-of-raw-materials
monasticism	
understand-written-latvian	basic-reading,written-comprehension
respond-to-changing-situations-in-health-care	react-calmly-in-stressful-situations,deal-with-changing-operational-demand,deal-with-pressure-from-unexpected-circumstances,perform-services-in-a-flexible-manner,cope-with-challenging-demands
write-finnish	
tend-drying-equipment	prepare-kiln-schedules,control-kiln-firing
manage-freight-payment-methods	manage-logistics,handle-financial-transactions,oversee-arrival-and-departure-of-ships-into-port
keep-food-laboratory-inventory	manage-inventory,manage-supplies,manage-warehouse-inventory
apply-tramway-regulations	interpret-tramway-traffic-signs,comply-with-electrical-safety-regulations,apply-company-policies,ensure-compliance-with-legal-requirements,comply-with-legal-regulations
rehabilitate-worn-dentition	manage-occlusion
coordinate-flight-schedules	manage-schedule-of-tasks,consider-time-zones-in-execution-of-work,manage-location-logistics,forecast-workload
understand-spoken-punjabi	
embargo-regulations	export-control-principles,import-export-regulatory-compliance,international-regulatory-compliance
set-up-office-equipment	manage-office-appliance-requirements,ensure-equipment-availability,prevent-damage-to-utility-infrastructure
advise-on-bankruptcy-proceedings	provide-legal-advice,advise-on-financial-matters,explain-financial-jargon,counsel-clients
sell-processed-timber-in-a-commercial-environment	carry-out-active-selling,implement-sales-strategies
slaughter-animals	stun-animals,conduct-ante-mortem-veterinary-health-inspection,interact-safely-with-animals,understand-the-needs-of-animals,maintain-welfare-of-animals-during-transportation
develop-policies-for-nutritional-programs	set-organisational-policies,identify-the-health-benefits-of-nutritional-changes,take-disease-prevention-measures,address-public-health-issues
perform-live	memorise-lines,interact-with-fellow-actors,tell-a-story
teach-nursing-principles	teach-teaching-principles,teach-medical-science,teach-medicine,teach-sociology
take-advantage-of-learning-opportunities-in-veterinary-science	use-learning-strategies,keep-up-to-date-with-training-subjects,work-with-virtual-learning-environments
support-harmed-social-service-users	provide-support-to-social-services-users,support-social-service-users-with-specific-communication-needs,deal-with-challenging-people,screen-clients,provide-victim-assistance
sas-language	
use-an-application-specific-interface	use-ict-systems,use-ict-resources-to-solve-work-related-tasks
design-electrical-systems	design-circuits-using-cad,design-electric-power-systems,model-electrical-system
weld-in-hyperbaric-conditions	check-diving-equipment,maintain-vacuum-chamber
weigh-shipments	measure-or-weigh-materials-using-rulers-calculators-and-scales,identify-the-attributes-of-a-single-object-that-can-be-measured-such-as-a8616a
operate-concrete-casting-machine	operate-weighing-machine,check-mixer-capability,assemble-pattern-parts
promote-fitness-customer-referral	establish-customer-rapport,provide-fitness-customer-care,manage-fitness-communication
audit-contractors	lead-inspections,inspect-material,conduct-fact-finding,examine-civil-structures,conduct-environmental-surveys
fish-grading	quality-of-fish-products,quality-standards-applicable-to-aquaculture-products,fish-crustacean-and-mollusc-products
carry-out-inventory-planning	follow-production-schedule,manage-procurement-planning,disaggregate-the-production-plan,oversee-production-requirements
prepare-energy-performance-contracts	revise-legal-documents,negotiate-service-with-providers,write-specifications,negotiate-supplier-arrangements
pass-on-trade-techniques	determine-suitability-of-materials
treat-animals-ethically	promote-animal-welfare,abide-by-business-ethical-code-of-conducts,adhere-to-organisational-code-of-ethics
define-firewall-rules	use-ict-hardware,integrate-system-components
continuous-improvement-philosophies	quality-assurance-methodologies,process-based-management,business-management-principles,business-processes
otorhinolaryngologic-conditions	otolaryngology,diagnose-diseases-of-ear-nose-and-throat,interpret-diagnostic-tests-in-otorhinolaryngology,medicine-and-dentistry,assess-physical-conditions-of-patients-to-aid-in-diagnosis-or-treatment
life-sciences	biology,molecular-biology
prepare-livestock-for-artificial-insemination	manage-the-transportation-of-animals,maintain-animal-accommodation-hygienic
operate-production-drilling-machine	operate-drilling-jumbo,operate-rotary-vacuum-drum-filter
carry-out-quality-control-in-microbiology-laboratories	perform-laboratory-tests,detect-microorganisms,calibrate-laboratory-equipment,perform-laboratory-investigations,use-testing-equipment
operate-warehouse-record-systems	keep-written-records-of-cargo,keep-task-records
examine-geochemical-samples	test-raw-minerals,test-materials
restore-upholstery-of-classic-cars	repair-leather-goods
supervise-medical-office-support-workers	manage-staff,manage-teamwork
follow-detailed-procedures-for-relocating-specific-goods	process-commissioned-instructions,follow-written-instructions
cut-tobacco-leaves	sort-tobacco-leaves,adjust-cut-sizes
materials-in-porcelain-manufacturing	understand-the-physical-properties-of-earth-materials-that-make-them-25c630,prepare-raw-materials-for-processing,understand-the-physical-properties-of-earth-materials
remove-road-surface	remove-debris,work-on-excavation-site
types-of-cargo	physical-parts-of-the-vessel,crane-load-charts
knitting-machine-technology	textile-technologies,types-of-textile-fibres,synthetic-materials
depurate-shellfish	harvest-aquatic-resources,prepare-fish-holding-units,maintain-aquaculture-water-quality-in-hatcheries,control-aquatic-production-environment
provide-humanitarian-aid	provide-emergency-supplies,respond-to-individuals-extreme-emotions,deal-with-challenging-people
accept-criticism-and-guidance	keep-an-open-mind,demonstrate-willingness-to-learn
provide-pre-treatment-information	help-healthcare-users-develop-social-perceptiveness,advise-client-on-technical-possibilities
cryengine	design-principles,fine-arts
organise-rehearsals	plan-musical-performances,check-the-production-schedule,organise-performance-space,carry-out-auditions
produce-materials-for-decision-making	collect-financial-data,report-well-results,formulate-findings,interpret-current-data,manage-data-information-and-digital-content
manage-hospital-acquired-infections	manage-patients-with-acute-illnesses,develop-patient-treatment-strategies,provide-guidance-on-infectious-disease,manage-adverse-reactions-to-drugs
coordinate-manufacturing-production-activities	follow-production-schedule,oversee-production-requirements,disaggregate-the-production-plan,translate-strategy-into-operation
inspect-airfield-facilities	conduct-airport-safety-inspections,inspect-airside-area-facilities,manage-inspections-of-equipment
extrusion-processes	production-processes,heat-transfer-processes,manufacturing-processes
supervise-employees-in-food-production-plants	supervise-crew,manage-teamwork,manage-sub-contract-labour
repair-insulating-tube-winding-machinery	disassemble-equipment,perform-minor-repairs-to-equipment,replace-large-components
check-carriages	climb-on-railcars,clean-vehicle-exterior,read-checked-baggage-tags
operate-patients-with-thoracic-diseases	ensure-the-positioning-of-the-patient-for-surgery,manage-patients-with-acute-illnesses
assess-environmental-influences-on-bovine-feet	understand-the-animal-s-situation
prepare-facade-cladding	protect-surfaces-during-construction-work,lay-bricks
typology-of-meat-parts	animal-anatomy-for-food-production,functional-properties-of-foods,food-flavourings,combination-of-flavours
solar-energy	solar-radiation,summarize-how-energy-from-the-sun-serves-as-a-source-of-light-that-warms-458bfe
eating-disorders	diagnose-mental-disorders,analyse-psychological-aspects-of-illness,identify-cause-of-nutritional-imbalance,therapy-and-counseling
operate-crosscut-saw	use-hand-tools,manipulate-wood
put-adhesive-on-plies	
customer-insight	business-management-principles,data-quality-assessment
crimping	manufacturing-processes
handle-bulk-transfer-of-raw-material	operate-scrap-vibratory-feeder,operate-weighing-machine,supply-machine
critique-the-dive-with-the-dive-team	solicit-and-incorporate-feedback-from-and-provide-constructive-feedback-1587ac,observe-and-evaluate-students-work-to-determine-progress-provide-feedback-565df0,water-safety-instructor-certification,reflect-critically-on-past-experiences-in-order-to-inform-future-progress
monitor-crops	monitor-fields,assess-crop-damage,maintain-plants-growth,maintain-plant-soil-nutrition,monitor-environments-to-ensure-maintenance-of-optimum-animal-or-plant-life
use-cad-for-soles	use-cad-for-lasts,use-computer-aided-engineering-systems,apply-3d-imaging-techniques
create-3d-environments	design-an-artificial-lighting-system,design-props
perform-online-data-analysis	perform-data-analysis,perform-data-mining,synthesise-information,manage-quantitative-data
create-floor-plan-template	
test-paper-production-samples	monitor-pulp-quality,test-materials,develop-material-testing-procedures
manage-land-resources-permits	assess-conservation-needs,conduct-land-surveys,estimate-consumption-of-water,study-fish-migration
manage-it-security-compliances	implement-ict-security-policies,manage-ict-data-classification,conduct-threat-intelligence
negotiate-with-suppliers-for-visual-material	negotiate-terms-with-suppliers,negotiate-price,compare-contractors-bids
manage-process-of-flexographic-print	operate-flexographic-printing-machine,prepare-films-for-printing-plates,ink-printing-plates,prepare-printing-form,prepare-imposition
electrical-mine-machinery-manuals	design-drawings,functionalities-of-machinery,technical-drawings,industrial-engineering
footwear-finishing-techniques	footwear-machinery,footwear-creation-process,footwear-materials,footwear-components,footwear-equipments
load-animals-for-transportation	trap-animals,move-animals,understand-the-animal-s-situation,understand-the-needs-of-animals
perform-venepuncture-procedures	employ-specific-paramedic-techniques-in-out-of-hospital-care,ensure-the-positioning-of-the-patient-for-surgery
load-film	remove-photographic-film-from-camera,prepare-resources-for-loading-activities
handle-refrigerant-transfer-pumps	operate-pumps
collect-dead-fish	prepare-fish-holding-units,collect-aquatic-resources
design-sprinkler-systems	design-spatial-layout-of-outdoor-areas,investigate-microclimates-for-buildings,design-pipelines-with-different-coating-solutions,design-control-systems
identify-statistical-patterns	inspect-data
surgical-instruments	
measure-sugar-refinement	measure-density-of-liquids,use-measurement-instruments,weigh-materials
carry-out-products-preparation	prepare-raw-materials,assemble-goods
teach-archaeology	teach-university-class,teach-teaching-principles,teach-in-academic-or-vocational-contexts
operate-middlings-purifier	operate-weighing-machine
understand-the-animal-s-situation	summarize-the-basic-needs-of-a-variety-of-different-animals-including-air-939285,obtain-evaluate-and-communicate-information-about-the-basic-needs-of-b3666b,wildlife-habitats,construct-an-explanation-describing-the-patterns-of-what-plants-and-21b0bc
molecular-and-cellular-immunology	molecular-biology,signal-transduction,antigens,cell-signaling,protein-protein-interactions
perform-a-feasibility-study-on-mini-wind-power	execute-feasibility-study,evaluate-project-plans,assess-the-feasibility-of-implementing-developments,verify-feasibility
monitor-curriculum-implementation	observe-teaching-activities,observe-human-behaviour,monitor-organisation-climate,interpret-current-data
harvest-grapes	tend-vines,monitor-crops,grow-plants,maintain-plants-growth,maintain-plant-soil-nutrition
identify-the-dietetic-professional-quality-of-care	apply-a-holistic-approach-in-care,identify-nutritional-properties-of-food,develop-patient-treatment-strategies,answer-patients-questions,create-individual-treatment-programmes
monitor-tank-thermometer	monitor-gauge,monitor-equipment-condition,test-sensors,test-electronic-units
workplace-sanitation	cleaning-techniques,child-protection
operate-centrifuges	set-the-operation-speed-of-manufacturing-machines,monitor-centrifugal-separators
organise-harvests	make-decisions-regarding-plant-propagation,organise-labour,develop-work-programmes,create-soil-and-plant-improvement-programmes,manage-production-systems
transfer-kiln-baked-products	analyse-requirements-for-moving-goods,load-heavy-items-on-pallets,stack-goods
remove-snow-from-airport-operational-areas	remove-snow,carry-out-de-icing-activities
deal-with-unforeseen-incidents-in-hospitality	deal-with-pressure-from-unexpected-circumstances,adapt-to-changing-situations,adjust-priorities,create-solutions-to-problems,troubleshoot
maintain-cutting-equipment	monitor-equipment-condition
